index,animal,dob,sex,trauma,mildstressor,group,annotation_labels,annotation_names,annotation_abrv,parent_labels,parent_names,graph_order,count,gray,parcellation_group,volumes,count_vox
11629,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1107,"Medullary reticular nucleus, ventral part",MDRNv,395,Medullary reticular nucleus,970,4,1.0,hindbrain,48209,8.297205915907818e-05
11630,ms_24,4/21/20,M,Trauma,Stressor,Trauma,919,"Anterior cingulate area, dorsal part, layer 6a",ACAd6a,39,"Anterior cingulate area, dorsal part",230,58,1.0,cortical_plate,22529,0.0025744595854232323
11631,ms_24,4/21/20,M,Trauma,Stressor,Trauma,781,Nucleus y,y,370,"Medulla, motor related",991,1,1.0,hindbrain,1672,0.0005980861244019139
11632,ms_24,4/21/20,M,Trauma,Stressor,Trauma,209,Lateral vestibular nucleus,LAV,701,Vestibular nuclei,985,1,1.0,hindbrain,9057,0.00011041183614883516
11633,ms_24,4/21/20,M,Trauma,Stressor,Trauma,132,"Prelimbic area, layer 6b",PL6b,972,Prelimbic area,244,1,1.0,cortical_plate,1333,0.0007501875468867217
11634,ms_24,4/21/20,M,Trauma,Stressor,Trauma,573,"Lateral visual area, layer 4",VISl4,409,Lateral visual area,181,1,1.0,cortical_plate,7752,0.00012899896800825592
11635,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1041,Paraflocculus,PFL,1073,Hemispheric regions,1068,1,1.0,cerebellum,356892,2.8019681023951224e-06
11636,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1033,Copula pyramidis,COPY,1073,Hemispheric regions,1064,1,1.0,cerebellum,155348,6.437160439786801e-06
11637,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1020,Posterior complex of the thalamus,PO,138,Lateral group of the dorsal thalamus,669,1,1.0,diencephalon,75867,1.3180961419325925e-05
11638,ms_24,4/21/20,M,Trauma,Stressor,Trauma,622,"Retrosplenial area, ventral part, layer 6b",RSPv6b,886,"Retrosplenial area, ventral part",338,1,1.0,cortical_plate,5614,0.00017812611328820805
11639,ms_24,4/21/20,M,Trauma,Stressor,Trauma,970,"Paragigantocellular reticular nucleus, dorsal part",PGRNd,938,Paragigantocellular reticular nucleus,974,2,1.0,hindbrain,9881,0.00020240866309078029
11640,ms_24,4/21/20,M,Trauma,Stressor,Trauma,269,"Posterolateral visual area, layer 2/3",VISpl2/3,425,Posterolateral visual area,194,1,1.0,cortical_plate,9689,0.00010320982557539478
11641,ms_24,4/21/20,M,Trauma,Stressor,Trauma,456,"Posterior auditory area, layer 6b",AUDpo6b,1027,Posterior auditory area,149,1,1.0,cortical_plate,270,0.003703703703703704
11642,ms_24,4/21/20,M,Trauma,Stressor,Trauma,445,"Spinal nucleus of the trigeminal, oral part",SPVO,386,"Medulla, sensory related",939,1,1.0,hindbrain,32813,3.0475726084173955e-05
11643,ms_24,4/21/20,M,Trauma,Stressor,Trauma,831,"Agranular insular area, dorsal part, layer 6b",AId6b,104,"Agranular insular area, dorsal part",284,1,1.0,cortical_plate,418,0.0023923444976076554
11644,ms_24,4/21/20,M,Trauma,Stressor,Trauma,757,Ventral tegmental nucleus,VTN,323,"Midbrain, motor related",851,1,1.0,midbrain,2406,0.00041562759767248546
11645,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1069,Parapyramidal nucleus,PPY,370,"Medulla, motor related",981,1,1.0,hindbrain,2505,0.0003992015968063872
11646,ms_24,4/21/20,M,Trauma,Stressor,Trauma,711,Cuneate nucleus,CU,720,Dorsal column nuclei,927,1,1.0,hindbrain,19078,5.241639584862145e-05
11647,ms_24,4/21/20,M,Trauma,Stressor,Trauma,929,"Primary somatosensory area, nose, layer 6b",SSp-n6b,353,"Primary somatosensory area, nose",50,1,1.0,cortical_plate,5198,0.00019238168526356292
11648,ms_24,4/21/20,M,Trauma,Stressor,Trauma,750,"Posterolateral visual area, layer 1",VISpl1,425,Posterolateral visual area,193,1,1.0,cortical_plate,4462,0.00022411474675033618
11649,ms_24,4/21/20,M,Trauma,Stressor,Trauma,330,"Retrosplenial area, dorsal part, layer 6b",RSPd6b,879,"Retrosplenial area, dorsal part",331,1,1.0,cortical_plate,1223,0.0008176614881439084
11650,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1006,"Primary somatosensory area, trunk, layer 1",SSp-tr1,361,"Primary somatosensory area, trunk",87,4,1.0,cortical_plate,8145,0.0004910988336402701
11651,ms_24,4/21/20,M,Trauma,Stressor,Trauma,66,Lateral terminal nucleus of the accessory optic tract,LT,323,"Midbrain, motor related",853,2,1.0,midbrain,382,0.005235602094240838
11652,ms_24,4/21/20,M,Trauma,Stressor,Trauma,147,Locus ceruleus,LC,1117,"Pons, behavioral state related",911,2,1.0,hindbrain,1042,0.0019193857965451055
11653,ms_24,4/21/20,M,Trauma,Stressor,Trauma,545,"Retrosplenial area, dorsal part, layer 4",RSPd4,879,"Retrosplenial area, dorsal part",328,4,1.0,cortical_plate,976,0.004098360655737705
11654,ms_24,4/21/20,M,Trauma,Stressor,Trauma,629,Ventral anterior-lateral complex of the thalamus,VAL,637,Ventral group of the dorsal thalamus,644,4,1.0,diencephalon,46277,8.643602653586015e-05
11655,ms_24,4/21/20,M,Trauma,Stressor,Trauma,907,Paracentral nucleus,PCN,51,Intralaminar nuclei of the dorsal thalamus,699,4,1.0,diencephalon,16836,0.00023758612497030174
11656,ms_24,4/21/20,M,Trauma,Stressor,Trauma,333,Septohippocampal nucleus,SH,275,Lateral septal complex,591,3,1.0,cerebral_nuclei,2365,0.0012684989429175475
11657,ms_24,4/21/20,M,Trauma,Stressor,Trauma,642,Nucleus of the trapezoid body,NTB,386,"Medulla, sensory related",930,3,1.0,hindbrain,6415,0.0004676539360872954
11658,ms_24,4/21/20,M,Trauma,Stressor,Trauma,441,"Anteromedial visual area, layer 6b",VISam6b,394,Anteromedial visual area,177,3,1.0,cortical_plate,1086,0.0027624309392265192
11659,ms_24,4/21/20,M,Trauma,Stressor,Trauma,914,Posterodorsal preoptic nucleus,PD,141,Periventricular region,746,3,1.0,diencephalon,188,0.015957446808510637
11660,ms_24,4/21/20,M,Trauma,Stressor,Trauma,332,Accessory supraoptic group,ASO,157,Periventricular zone,718,3,1.0,diencephalon,100,0.03
11661,ms_24,4/21/20,M,Trauma,Stressor,Trauma,366,Submedial nucleus of the thalamus,SMT,444,Medial group of the dorsal thalamus,689,2,1.0,diencephalon,11317,0.00017672528055138288
11662,ms_24,4/21/20,M,Trauma,Stressor,Trauma,321,Subgeniculate nucleus,SubG,1014,"Geniculate group, ventral thalamus",710,3,1.0,diencephalon,1726,0.0017381228273464658
11663,ms_24,4/21/20,M,Trauma,Stressor,Trauma,429,"Spinal nucleus of the trigeminal, caudal part",SPVC,386,"Medulla, sensory related",937,3,1.0,hindbrain,84534,3.5488679111363474e-05
11664,ms_24,4/21/20,M,Trauma,Stressor,Trauma,121,"Lateral visual area, layer 6b",VISl6b,409,Lateral visual area,184,3,1.0,cortical_plate,1610,0.0018633540372670807
11665,ms_24,4/21/20,M,Trauma,Stressor,Trauma,733,Ventral posteromedial nucleus of the thalamus,VPM,709,Ventral posterior complex of the thalamus,649,3,1.0,diencephalon,102689,2.9214424135009593e-05
11666,ms_24,4/21/20,M,Trauma,Stressor,Trauma,210,Lateral mammillary nucleus,LM,331,Mammillary body,763,3,1.0,diencephalon,2062,0.001454898157129001
11667,ms_24,4/21/20,M,Trauma,Stressor,Trauma,2,"Primary somatosensory area, mouth, layer 6b",SSp-m6b,345,"Primary somatosensory area, mouth",78,3,1.0,cortical_plate,7487,0.00040069453719780956
11668,ms_24,4/21/20,M,Trauma,Stressor,Trauma,741,"Ventral posteromedial nucleus of the thalamus, parvicellular part",VPMpc,709,Ventral posterior complex of the thalamus,650,2,1.0,diencephalon,8633,0.00023166917641607784
11669,ms_24,4/21/20,M,Trauma,Stressor,Trauma,437,"Spinal nucleus of the trigeminal, interpolar part",SPVI,386,"Medulla, sensory related",938,2,1.0,hindbrain,75635,2.6442784425199975e-05
11670,ms_24,4/21/20,M,Trauma,Stressor,Trauma,872,Dorsal nucleus raphe,DR,165,Midbrain raphe nuclei,865,2,1.0,midbrain,8056,0.00024826216484607745
11671,ms_24,4/21/20,M,Trauma,Stressor,Trauma,105,"Superior olivary complex, medial part",SOCm,398,Superior olivary complex,888,3,1.0,hindbrain,9435,0.0003179650238473768
11672,ms_24,4/21/20,M,Trauma,Stressor,Trauma,944,Folium-tuber vermis (VII),FOTU,645,Vermal regions,1030,12,1.0,cerebellum,58946,0.0002035761544464425
11673,ms_24,4/21/20,M,Trauma,Stressor,Trauma,608,"Orbital area, ventrolateral part, layer 6a",ORBvl6a,746,"Orbital area, ventrolateral part",276,4,1.0,cortical_plate,9998,0.00040008001600320064
11674,ms_24,4/21/20,M,Trauma,Stressor,Trauma,169,Nucleus prepositus,PRP,154,Perihypoglossal nuclei,979,12,1.0,hindbrain,10012,0.0011985617259288853
11675,ms_24,4/21/20,M,Trauma,Stressor,Trauma,442,"Retrosplenial area, dorsal part, layer 1",RSPd1,879,"Retrosplenial area, dorsal part",326,43,1.0,cortical_plate,30893,0.0013919010779140906
11676,ms_24,4/21/20,M,Trauma,Stressor,Trauma,478,"Primary somatosensory area, lower limb, layer 6a",SSp-ll6a,337,"Primary somatosensory area, lower limb",70,42,1.0,cortical_plate,24511,0.0017135163804006366
11677,ms_24,4/21/20,M,Trauma,Stressor,Trauma,805,"posteromedial visual area, layer 1",VISpm1,533,posteromedial visual area,200,41,1.0,cortical_plate,11155,0.0036754818467055134
11678,ms_24,4/21/20,M,Trauma,Stressor,Trauma,448,"Orbital area, lateral part, layer 1",ORBl1,723,"Orbital area, lateral part",259,41,1.0,cortical_plate,17882,0.0022928084106923164
11679,ms_24,4/21/20,M,Trauma,Stressor,Trauma,721,"Primary visual area, layer 4",VISp4,385,Primary visual area,188,41,1.0,cortical_plate,61357,0.0006682204149485796
11680,ms_24,4/21/20,M,Trauma,Stressor,Trauma,613,"Lateral visual area, layer 5",VISl5,409,Lateral visual area,182,40,1.0,cortical_plate,21668,0.0018460402436773122
11681,ms_24,4/21/20,M,Trauma,Stressor,Trauma,501,"posteromedial visual area, layer 4",VISpm4,533,posteromedial visual area,202,40,1.0,cortical_plate,7169,0.005579578741804994
11682,ms_24,4/21/20,M,Trauma,Stressor,Trauma,155,Lateral dorsal nucleus of thalamus,LD,239,Anterior group of the dorsal thalamus,682,39,1.0,diencephalon,68148,0.0005722838527909844
11683,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1022,"Globus pallidus, external segment",GPe,818,"Pallidum, dorsal region",610,43,1.0,cerebral_nuclei,103116,0.00041700609022848054
11684,ms_24,4/21/20,M,Trauma,Stressor,Trauma,581,Triangular nucleus of septum,TRS,826,"Pallidum, medial region",619,39,1.0,cerebral_nuclei,13836,0.002818733738074588
11685,ms_24,4/21/20,M,Trauma,Stressor,Trauma,72,Anterodorsal preoptic nucleus,ADP,141,Periventricular region,735,37,1.0,diencephalon,2188,0.016910420475319928
11686,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1062,"Primary somatosensory area, barrel field, layer 6b",SSp-bfd6b,329,"Primary somatosensory area, barrel field",57,36,1.0,cortical_plate,14293,0.00251871545511789
11687,ms_24,4/21/20,M,Trauma,Stressor,Trauma,305,"Primary visual area, layer 6b",VISp6b,385,Primary visual area,191,36,1.0,cortical_plate,10335,0.0034833091436865023
11688,ms_24,4/21/20,M,Trauma,Stressor,Trauma,882,"Primary motor area, Layer 6b",MOp6b,985,Primary motor area,23,35,1.0,cortical_plate,43771,0.0007996161842315689
11689,ms_24,4/21/20,M,Trauma,Stressor,Trauma,763,Vascular organ of the lamina terminalis,OV,141,Periventricular region,745,35,1.0,diencephalon,755,0.046357615894039736
11690,ms_24,4/21/20,M,Trauma,Stressor,Trauma,902,"Posterolateral visual area, layer 5",VISpl5,425,Posterolateral visual area,196,34,1.0,cortical_plate,14368,0.002366369710467706
11691,ms_24,4/21/20,M,Trauma,Stressor,Trauma,643,"Posterior auditory area, layer 2/3",AUDpo2/3,1027,Posterior auditory area,145,34,1.0,cortical_plate,3137,0.010838380618425247
11692,ms_24,4/21/20,M,Trauma,Stressor,Trauma,186,Lateral habenula,LH,958,Epithalamus,713,33,1.0,diencephalon,20631,0.001599534680820125
11693,ms_24,4/21/20,M,Trauma,Stressor,Trauma,689,Ventrolateral preoptic nucleus,VLPO,141,Periventricular region,755,38,1.0,diencephalon,1968,0.019308943089430895
11694,ms_24,4/21/20,M,Trauma,Stressor,Trauma,893,"Supplemental somatosensory area, layer 6b",SSs6b,378,Supplemental somatosensory area,106,33,1.0,cortical_plate,8102,0.0040730683781782274
11695,ms_24,4/21/20,M,Trauma,Stressor,Trauma,7,Principal sensory nucleus of the trigeminal,PSV,1132,"Pons, sensory related",873,43,1.0,hindbrain,70385,0.0006109256233572494
11696,ms_24,4/21/20,M,Trauma,Stressor,Trauma,84,"Prelimbic area, layer 6a",PL6a,972,Prelimbic area,243,46,1.0,cortical_plate,16388,0.002806931901391262
11697,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1074,"Anterolateral visual area, layer 1",VISal1,402,Anterolateral visual area,165,12,1.0,cortical_plate,5504,0.002180232558139535
11698,ms_24,4/21/20,M,Trauma,Stressor,Trauma,255,Anteroventral nucleus of thalamus,AV,239,Anterior group of the dorsal thalamus,675,58,1.0,diencephalon,26109,0.0022214562028419317
11699,ms_24,4/21/20,M,Trauma,Stressor,Trauma,494,"Superior colliculus, motor related, intermediate gray layer, sublayer a",SCig-a,10,"Superior colliculus, motor related, intermediate gray layer",829,57,1.0,midbrain,8243,0.006914958146305957
11700,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1044,Peripeduncular nucleus,PP,864,"Thalamus, sensory-motor cortex related",656,57,1.0,diencephalon,2799,0.020364415862808145
11701,ms_24,4/21/20,M,Trauma,Stressor,Trauma,41,"posteromedial visual area, layer 2/3",VISpm2/3,533,posteromedial visual area,201,57,1.0,cortical_plate,19917,0.002861876788672993
11702,ms_24,4/21/20,M,Trauma,Stressor,Trauma,534,Supratrigeminal nucleus,SUT,987,"Pons, motor related",900,56,1.0,hindbrain,10567,0.005299517365382795
11703,ms_24,4/21/20,M,Trauma,Stressor,Trauma,225,Spinal vestibular nucleus,SPIV,701,Vestibular nuclei,987,55,1.0,hindbrain,39468,0.0013935340022296545
11704,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1031,"Globus pallidus, internal segment",GPi,818,"Pallidum, dorsal region",611,55,1.0,cerebral_nuclei,27122,0.00202787405058624
11705,ms_24,4/21/20,M,Trauma,Stressor,Trauma,136,Intermediate reticular nucleus,IRN,370,"Medulla, motor related",961,45,1.0,hindbrain,153949,0.00029230459437865785
11706,ms_24,4/21/20,M,Trauma,Stressor,Trauma,96,Dorsal cochlear nucleus,DCO,607,Cochlear nuclei,924,55,1.0,hindbrain,37734,0.001457571420999629
11707,ms_24,4/21/20,M,Trauma,Stressor,Trauma,126,"Periventricular hypothalamic nucleus, posterior part",PVp,141,Periventricular region,749,53,1.0,diencephalon,8772,0.006041951664386685
11708,ms_24,4/21/20,M,Trauma,Stressor,Trauma,852,Parvicellular reticular nucleus,PARN,370,"Medulla, motor related",971,53,1.0,hindbrain,118338,0.0004478696614781389
11709,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1061,Posterior pretectal nucleus,PPT,1100,Pretectal region,842,53,1.0,midbrain,4278,0.012388966806919121
11710,ms_24,4/21/20,M,Trauma,Stressor,Trauma,511,"Superior colliculus, motor related, intermediate gray layer, sublayer c",SCig-c,10,"Superior colliculus, motor related, intermediate gray layer",831,52,1.0,midbrain,4918,0.01057340382269215
11711,ms_24,4/21/20,M,Trauma,Stressor,Trauma,356,Preparasubthalamic nucleus,PST,290,Hypothalamic lateral zone,792,51,1.0,diencephalon,912,0.05592105263157895
11712,ms_24,4/21/20,M,Trauma,Stressor,Trauma,651,Nucleus of the solitary tract,NTS,386,"Medulla, sensory related",931,49,1.0,hindbrain,31890,0.0015365318281592975
11713,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1111,"Primary somatosensory area, trunk, layer 5",SSp-tr5,361,"Primary somatosensory area, trunk",90,48,1.0,cortical_plate,25067,0.0019148681533490246
11714,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1029,Posterior limiting nucleus of the thalamus,POL,138,Lateral group of the dorsal thalamus,670,47,1.0,diencephalon,6759,0.006953691374463678
11715,ms_24,4/21/20,M,Trauma,Stressor,Trauma,148,"Gustatory areas, layer 4",GU4,1057,Gustatory areas,110,55,1.0,cortical_plate,12954,0.004245792805311101
11716,ms_24,4/21/20,M,Trauma,Stressor,Trauma,978,"Paragigantocellular reticular nucleus, lateral part",PGRNl,938,Paragigantocellular reticular nucleus,975,31,1.0,hindbrain,42251,0.0007337104447232018
11717,ms_24,4/21/20,M,Trauma,Stressor,Trauma,625,"Primary somatosensory area, upper limb, layer 5",SSp-ul5,369,"Primary somatosensory area, upper limb",83,242,1.0,cortical_plate,61493,0.003935407282129673
11718,ms_24,4/21/20,M,Trauma,Stressor,Trauma,894,"Retrosplenial area, lateral agranular part",RSPagl,254,Retrosplenial area,298,30,1.0,cortical_plate,3439,0.008723466123873218
11719,ms_24,4/21/20,M,Trauma,Stressor,Trauma,912,Lingula (I),LING,645,Vermal regions,1000,17,1.0,cerebellum,7942,0.002140518761017376
11720,ms_24,4/21/20,M,Trauma,Stressor,Trauma,685,Ventral medial nucleus of the thalamus,VM,637,Ventral group of the dorsal thalamus,645,17,1.0,diencephalon,47254,0.0003597579040927752
11721,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1126,"Tuberomammillary nucleus, dorsal part",TMd,557,Tuberomammillary nucleus,770,17,1.0,diencephalon,936,0.018162393162393164
11722,ms_24,4/21/20,M,Trauma,Stressor,Trauma,661,Facial motor nucleus,VII,370,"Medulla, motor related",950,16,1.0,hindbrain,51799,0.00030888627193575166
11723,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1,"Tuberomammillary nucleus, ventral part",TMv,557,Tuberomammillary nucleus,771,15,1.0,diencephalon,1884,0.007961783439490446
11724,ms_24,4/21/20,M,Trauma,Stressor,Trauma,249,"Posterior auditory area, layer 6a",AUDpo6a,1027,Posterior auditory area,148,14,1.0,cortical_plate,1307,0.010711553175210406
11725,ms_24,4/21/20,M,Trauma,Stressor,Trauma,377,"Posterolateral visual area, layer 6a",VISpl6a,425,Posterolateral visual area,197,14,1.0,cortical_plate,9301,0.0015052144930652617
11726,ms_24,4/21/20,M,Trauma,Stressor,Trauma,773,Hypoglossal nucleus,XII,370,"Medulla, motor related",990,14,1.0,hindbrain,22521,0.0006216420230007549
11727,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1086,"Primary somatosensory area, trunk, layer 4",SSp-tr4,361,"Primary somatosensory area, trunk",89,17,1.0,cortical_plate,6378,0.00266541235497021
11728,ms_24,4/21/20,M,Trauma,Stressor,Trauma,101,Ventral cochlear nucleus,VCO,607,Cochlear nuclei,925,14,1.0,hindbrain,48367,0.0002894535530423636
11729,ms_24,4/21/20,M,Trauma,Stressor,Trauma,621,Motor nucleus of trigeminal,V,987,"Pons, motor related",902,13,1.0,hindbrain,24252,0.0005360382648853703
11730,ms_24,4/21/20,M,Trauma,Stressor,Trauma,91,Interposed nucleus,IP,519,Cerebellar nuclei,1081,13,1.0,cerebellum,55207,0.00023547738511420652
11731,ms_24,4/21/20,M,Trauma,Stressor,Trauma,27,Intergeniculate leaflet of the lateral geniculate complex,IGL,1014,"Geniculate group, ventral thalamus",705,13,1.0,diencephalon,4556,0.0028533801580333624
11732,ms_24,4/21/20,M,Trauma,Stressor,Trauma,874,Parabigeminal nucleus,PBG,339,"Midbrain, sensory related",814,13,1.0,midbrain,5430,0.0023941068139963165
11733,ms_24,4/21/20,M,Trauma,Stressor,Trauma,12,Interfascicular nucleus raphe,IF,165,Midbrain raphe nuclei,861,13,1.0,midbrain,2156,0.006029684601113173
11734,ms_24,4/21/20,M,Trauma,Stressor,Trauma,975,Edinger-Westphal nucleus,EW,323,"Midbrain, motor related",849,12,1.0,midbrain,2053,0.0058451047247929854
11735,ms_24,4/21/20,M,Trauma,Stressor,Trauma,217,Superior vestibular nucleus,SUV,701,Vestibular nuclei,988,12,1.0,hindbrain,22710,0.0005284015852047556
11736,ms_24,4/21/20,M,Trauma,Stressor,Trauma,628,Nucleus of the optic tract,NOT,1100,Pretectal region,839,31,1.0,midbrain,5492,0.005644573925710124
11737,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1120,Interanteromedial nucleus of the thalamus,IAM,239,Anterior group of the dorsal thalamus,680,13,1.0,diencephalon,2981,0.004360952700436095
11738,ms_24,4/21/20,M,Trauma,Stressor,Trauma,951,Pyramus (VIII),PYR,645,Vermal regions,1034,18,1.0,cerebellum,58832,0.0003059559423443024
11739,ms_24,4/21/20,M,Trauma,Stressor,Trauma,604,Nucleus incertus,NI,1117,"Pons, behavioral state related",913,14,1.0,hindbrain,8536,0.0016401124648547328
11740,ms_24,4/21/20,M,Trauma,Stressor,Trauma,114,"Superior olivary complex, lateral part",SOCl,398,Superior olivary complex,889,19,1.0,hindbrain,12408,0.0015312701482914249
11741,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1109,Parastrial nucleus,PS,141,Periventricular region,747,29,1.0,diencephalon,1720,0.01686046511627907
11742,ms_24,4/21/20,M,Trauma,Stressor,Trauma,575,Central lateral nucleus of the thalamus,CL,51,Intralaminar nuclei of the dorsal thalamus,700,18,1.0,diencephalon,15427,0.0011667855059311596
11743,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1125,"Orbital area, ventrolateral part, layer 5",ORBvl5,746,"Orbital area, ventrolateral part",275,29,1.0,cortical_plate,15049,0.0019270383414180345
11744,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1030,"Primary somatosensory area, lower limb, layer 1",SSp-ll1,337,"Primary somatosensory area, lower limb",66,28,1.0,cortical_plate,13610,0.002057310800881705
11745,ms_24,4/21/20,M,Trauma,Stressor,Trauma,9,"Primary somatosensory area, trunk, layer 6a",SSp-tr6a,361,"Primary somatosensory area, trunk",91,28,1.0,cortical_plate,10674,0.0026231965523702454
11746,ms_24,4/21/20,M,Trauma,Stressor,Trauma,601,"Anterolateral visual area, layer 6a",VISal6a,402,Anterolateral visual area,169,26,1.0,cortical_plate,7715,0.003370058327932599
11747,ms_24,4/21/20,M,Trauma,Stressor,Trauma,214,Red nucleus,RN,323,"Midbrain, motor related",846,26,1.0,midbrain,41425,0.0006276403138201569
11748,ms_24,4/21/20,M,Trauma,Stressor,Trauma,401,"Anteromedial visual area, layer 4",VISam4,394,Anteromedial visual area,174,24,1.0,cortical_plate,5000,0.0048
11749,ms_24,4/21/20,M,Trauma,Stressor,Trauma,280,Barrington's nucleus,B,987,"Pons, motor related",891,24,1.0,hindbrain,2272,0.01056338028169014
11751,ms_24,4/21/20,M,Trauma,Stressor,Trauma,675,"Agranular insular area, ventral part, layer 6a",AIv6a,119,"Agranular insular area, ventral part",295,29,1.0,cortical_plate,6165,0.004703974047039741
11752,ms_24,4/21/20,M,Trauma,Stressor,Trauma,849,"Visceral area, layer 6b",VISC6b,677,Visceral area,120,22,1.0,cortical_plate,2660,0.008270676691729323
11753,ms_24,4/21/20,M,Trauma,Stressor,Trauma,930,Parafascicular nucleus,PF,51,Intralaminar nuclei of the dorsal thalamus,701,22,1.0,diencephalon,26914,0.0008174184439325258
11754,ms_24,4/21/20,M,Trauma,Stressor,Trauma,630,"Orbital area, lateral part, layer 5",ORBl5,723,"Orbital area, lateral part",261,20,1.0,cortical_plate,30371,0.0006585229330611439
11755,ms_24,4/21/20,M,Trauma,Stressor,Trauma,1081,"Infralimbic area, layer 6b",ILA6b,44,Infralimbic area,251,20,1.0,cortical_plate,6116,0.0032701111837802484
11756,ms_24,4/21/20,M,Trauma,Stressor,Trauma,880,Dorsal tegmental nucleus,DTN,987,"Pons, motor related",892,20,1.0,hindbrain,5586,0.0035803795202291443
11757,ms_24,4/21/20,M,Trauma,Stressor,Trauma,127,Anteromedial nucleus,AM,239,Anterior group of the dorsal thalamus,676,22,1.0,diencephalon,21509,0.0010228276535403785
11758,ms_24,4/21/20,M,Trauma,Stressor,Trauma,599,Central medial nucleus of the thalamus,CM,51,Intralaminar nuclei of the dorsal thalamus,698,19,1.0,diencephalon,10754,0.0017667844522968198
11759,ms_24,4/21/20,M,Trauma,Stressor,Trauma,30,"Periventricular hypothalamic nucleus, anterior part",PVa,157,Periventricular zone,731,19,1.0,diencephalon,816,0.023284313725490197
11760,ms_25,4/21/20,M,No Trauma,None,Control,596,Diagonal band nucleus,NDB,904,Medial septal complex,618,541,1.0,cerebral_nuclei,67827,0.007976174679699825
11761,ms_25,4/21/20,M,No Trauma,None,Control,600,"Dorsal auditory area, layer 2/3",AUDd2/3,1011,Dorsal auditory area,124,537,1.0,cortical_plate,60142,0.00892886834491703
11762,ms_25,4/21/20,M,No Trauma,None,Control,41,"posteromedial visual area, layer 2/3",VISpm2/3,533,posteromedial visual area,201,0,,cortical_plate,19917,0.0
11764,ms_25,4/21/20,M,No Trauma,None,Control,105,"Superior olivary complex, medial part",SOCm,398,Superior olivary complex,888,0,,hindbrain,9435,0.0
11765,ms_25,4/21/20,M,No Trauma,None,Control,132,"Prelimbic area, layer 6b",PL6b,972,Prelimbic area,244,0,,cortical_plate,1333,0.0
11766,ms_25,4/21/20,M,No Trauma,None,Control,26,"Superior colliculus, motor related, deep gray layer",SCdg,294,"Superior colliculus, motor related",825,556,1.0,midbrain,78038,0.007124734103898101
11768,ms_25,4/21/20,M,No Trauma,None,Control,988,Ectorhinal area/Layer 5,ECT5,895,Ectorhinal area,376,560,1.0,cortical_plate,40220,0.0139234211834908
11769,ms_25,4/21/20,M,No Trauma,None,Control,1084,Presubiculum,PRE,822,Retrohippocampal region,531,617,1.0,cortical_plate,67752,0.009106742236391546
11770,ms_25,4/21/20,M,No Trauma,None,Control,159,Anterior olfactory nucleus,AON,698,Olfactory areas,390,575,1.0,cortical_plate,240263,0.0023932107731943746
11771,ms_25,4/21/20,M,No Trauma,None,Control,23,Anterior amygdalar area,AAA,278,Striatum-like amygdalar nuclei,593,576,1.0,cerebral_nuclei,37040,0.015550755939524838
11772,ms_25,4/21/20,M,No Trauma,None,Control,430,"Retrosplenial area, ventral part, layer 2/3",RSPv2/3,886,"Retrosplenial area, ventral part",335,582,1.0,cortical_plate,88080,0.006607629427792916
11773,ms_25,4/21/20,M,No Trauma,None,Control,342,Substantia innominata,SI,835,"Pallidum, ventral region",613,588,1.0,cerebral_nuclei,178368,0.0032965554359526373
11774,ms_25,4/21/20,M,No Trauma,None,Control,862,"Supplemental somatosensory area, layer 6a",SSs6a,378,Supplemental somatosensory area,105,594,1.0,cortical_plate,68575,0.008662048851622311
11775,ms_25,4/21/20,M,No Trauma,None,Control,589,Taenia tecta,TT,698,Olfactory areas,398,607,1.0,cortical_plate,98588,0.006156935935407961
11776,ms_25,4/21/20,M,No Trauma,None,Control,319,Basomedial amygdalar nucleus,BMA,703,Cortical subplate,566,621,1.0,cortical_subplate,69327,0.008957549006880436
11778,ms_25,4/21/20,M,No Trauma,None,Control,289,"Temporal association areas, layer 5",TEa5,541,Temporal association areas,364,628,1.0,cortical_plate,58112,0.01080671806167401
11779,ms_25,4/21/20,M,No Trauma,None,Control,703,Cortical subplate,CTXsp,688,Cerebral cortex,555,573,1.0,cortical_subplate,105638,0.005424184479070031
11781,ms_25,4/21/20,M,No Trauma,None,Control,757,Ventral tegmental nucleus,VTN,323,"Midbrain, motor related",851,0,,midbrain,2406,0.0
